Interaction_ID,Timestamp,Customer_ID,Session_ID,Product_ID,Interaction_Type
I001819,2026-08-17 18:38:53,C0092,L1-00232,P028,View
I001820,2026-08-17 18:39:34,C0092,L1-00232,P036,View
I001821,2026-08-17 18:43:00,C0046,L2-00014,P026,View
I001822,2026-08-17 18:43:12,C0092,L1-00232,P003,View
I001823,2026-08-17 19:34:00,C0038,L2-00012,P017,View
I001824,2026-08-17 19:46:32,C0001,L1-00002,P035,View
I001825,2026-08-17 19:47:10,C0001,L1-00002,P033,View
I001826,2026-08-17 19:48:20,C0001,L1-00002,P035,Add_to_Cart
I001827,2026-08-17 19:49:54,C0001,L1-00002,P025,View
I001828,2026-08-18 09:00:43,C0162,L1-00400,P011,View
I001829,2026-08-18 09:02:53,C0162,L1-00400,P025,View
I001830,2026-08-18 09:04:11,C0162,L1-00400,P018,View
I001831,2026-08-18 09:05:03,C0162,L1-00400,P025,View
I001832,2026-08-18 09:06:12,C0162,L1-00400,P030,View
I001833,2026-08-18 09:07:04,C0162,L1-00400,P030,Add_to_Cart
I001834,2026-08-18 09:36:54,C0037,L1-00084,P012,View
I001835,2026-08-18 09:39:17,C0037,L1-00084,P020,View
I001836,2026-08-18 09:41:06,C0037,L1-00084,P015,View
I001837,2026-08-18 09:41:43,C0037,L1-00084,P026,View
I001838,2026-08-18 09:43:04,C0037,L1-00084,P022,View
I001839,2026-08-18 09:43:50,C0037,L1-00084,P009,View
I001840,2026-08-18 09:43:52,C0037,L1-00084,P022,Add_to_Cart
I001841,2026-08-18 09:44:46,C0112,L1-00283,P016,View
I001842,2026-08-18 09:46:57,C0037,L1-00084,P015,View
I001843,2026-08-18 09:47:59,C0112,L1-00283,P007,View
I001844,2026-08-18 09:51:21,C0112,L1-00283,P015,View
I001845,2026-08-18 09:52:17,C0112,L1-00283,P015,Add_to_Cart
I001846,2026-08-18 09:52:44,C0112,L1-00283,P019,View
I001847,2026-08-18 11:26:00,C0003,L2-00021,P017,View
I001848,2026-08-18 12:03:48,C0178,L1-00437,P015,View
I001849,2026-08-18 12:07:39,C0178,L1-00437,P022,View
I001850,2026-08-18 12:10:30,C0178,L1-00437,P013,View
I001851,2026-08-18 12:12:27,C0178,L1-00437,P013,Add_to_Cart
I001852,2026-08-18 12:12:50,C0178,L1-00437,P022,View
I001853,2026-08-18 12:13:40,C0178,L1-00437,P020,View
I001854,2026-08-18 12:13:46,C0178,L1-00437,P022,Add_to_Cart
I001855,2026-08-18 12:23:35,C0061,L1-00153,P026,View
I001856,2026-08-18 12:24:23,C0061,L1-00153,P020,View
I001857,2026-08-18 12:24:40,C0061,L1-00153,P020,Add_to_Cart
I001858,2026-08-18 12:24:43,C0061,L1-00153,P026,View
I001859,2026-08-18 12:25:53,C0061,L1-00153,P008,View
I001860,2026-08-18 12:29:23,C0061,L1-00153,P013,View
I001861,2026-08-18 13:12:22,C0141,L1-00351,P007,View
I001862,2026-08-18 13:13:54,C0141,L1-00351,P007,Add_to_Cart
I001863,2026-08-18 13:14:10,C0141,L1-00351,P010,View
I001864,2026-08-18 13:15:07,C0110,L1-00272,P006,View
I001865,2026-08-18 13:15:55,C0110,L1-00272,P006,Add_to_Cart
I001866,2026-08-18 13:17:02,C0110,L1-00272,P034,View
I001867,2026-08-18 13:17:44,C0141,L1-00351,P013,View
I001868,2026-08-18 13:18:11,C0141,L1-00351,P017,View
I001869,2026-08-18 13:18:13,C0110,L1-00272,P009,View
I001870,2026-08-18 13:19:40,C0141,L1-00351,P016,View
I001871,2026-08-18 13:19:47,C0110,L1-00272,P015,View
I001872,2026-08-18 13:21:07,C0007,L1-00014,P002,View
I001873,2026-08-18 13:21:31,C0110,L1-00272,P011,View
I001874,2026-08-18 13:21:52,C0007,L1-00014,P002,Add_to_Cart
I001875,2026-08-18 13:23:11,C0007,L1-00014,P004,View
I001876,2026-08-18 13:26:58,C0007,L1-00014,P004,View
I001877,2026-08-18 13:30:26,C0007,L1-00014,P031,View
I001878,2026-08-18 13:33:21,C0007,L1-00014,P014,View
I001879,2026-08-18 13:35:39,C0007,L1-00014,P028,View
I001880,2026-08-18 13:35:41,C0032,L1-00071,P007,View
I001881,2026-08-18 13:38:40,C0032,L1-00071,P009,View
I001882,2026-08-18 13:39:11,C0032,L1-00071,P009,Add_to_Cart
I001883,2026-08-18 13:40:10,C0032,L1-00071,P011,View
I001884,2026-08-18 13:42:40,C0032,L1-00071,P034,View
I001885,2026-08-18 14:02:36,C0152,L1-00381,P014,View
I001886,2026-08-18 14:03:12,C0152,L1-00381,P026,View
I001887,2026-08-18 14:06:44,C0152,L1-00381,P014,View
I001888,2026-08-18 14:07:45,C0152,L1-00381,P007,View
I001889,2026-08-18 14:19:13,C0047,L1-00111,P013,View
I001890,2026-08-18 14:21:00,C0047,L1-00111,P011,View
I001891,2026-08-18 14:21:01,C0047,L1-00111,P013,Add_to_Cart
I001892,2026-08-18 14:21:47,C0047,L1-00111,P009,View
I001893,2026-08-18 14:22:11,C0047,L1-00111,P011,Add_to_Cart
I001894,2026-08-18 14:32:00,C0085,L2-00025,P026,View
I001895,2026-08-18 15:01:00,C0182,L2-00024,P026,View
I001896,2026-08-18 15:30:00,C0120,L2-00027,P030,View
I001897,2026-08-18 15:32:20,C0120,L2-00027,P030,Add_to_Cart
I001898,2026-08-18 15:53:00,C0122,L2-00019,P013,View
I001899,2026-08-18 16:42:44,C0142,L1-00357,P018,View
I001900,2026-08-18 16:43:00,C0142,L1-00357,P018,Add_to_Cart
I001901,2026-08-18 16:44:40,C0142,L1-00357,P021,View
I001902,2026-08-18 16:46:33,C0142,L1-00357,P006,View
I001903,2026-08-18 16:47:25,C0142,L1-00357,P006,Add_to_Cart
I001904,2026-08-18 16:49:45,C0142,L1-00357,P034,View
I001905,2026-08-18 16:50:59,C0142,L1-00357,P016,View
I001906,2026-08-18 16:53:39,C0142,L1-00357,P004,View
I001907,2026-08-18 17:13:00,C0078,L2-00026,P026,View
I001908,2026-08-18 17:21:00,C0006,L2-00020,P017,View
I001909,2026-08-18 17:50:00,C0172,L2-00023,P026,View
I001910,2026-08-18 18:53:00,C0191,L2-00022,P017,View
I001911,2026-08-18 18:53:56,C0191,L2-00022,P017,Add_to_Cart
I001912,2026-08-18 19:07:17,C0043,L1-00099,P021,View
I001913,2026-08-18 19:07:45,C0043,L1-00099,P021,Add_to_Cart
I001914,2026-08-18 19:09:10,C0043,L1-00099,P002,View
I001915,2026-08-18 19:11:38,C0043,L1-00099,P005,View
I001916,2026-08-18 19:12:32,C0043,L1-00099,P022,View
I001917,2026-08-18 19:12:59,C0043,L1-00099,P007,View
I001918,2026-08-18 19:13:29,C0043,L1-00099,P007,Add_to_Cart
I001919,2026-08-18 19:13:33,C0043,L1-00099,P028,View
I001920,2026-08-18 19:15:20,C0043,L1-00099,P028,Add_to_Cart
I001921,2026-08-18 19:33:59,C0187,L1-00461,P008,View
I001922,2026-08-18 19:37:31,C0187,L1-00461,P019,View
I001923,2026-08-18 19:38:12,C0195,L1-00473,P030,View
I001924,2026-08-18 19:39:06,C0187,L1-00461,P019,Add_to_Cart
I001925,2026-08-18 19:39:27,C0195,L1-00473,P010,View
I001926,2026-08-18 19:39:53,C0195,L1-00473,P030,View
I001927,2026-08-18 19:40:16,C0195,L1-00473,P030,Add_to_Cart
I001928,2026-08-18 19:40:36,C0187,L1-00461,P023,View
I001929,2026-08-18 19:43:25,C0195,L1-00473,P008,View
I001930,2026-08-18 19:47:01,C0195,L1-00473,P012,View
I001931,2026-08-18 19:50:00,C0195,L1-00473,P010,View
I001932,2026-08-18 19:51:16,C0195,L1-00473,P007,View
I001933,2026-08-18 20:07:43,C0151,L1-00379,P026,View
I001934,2026-08-18 20:08:16,C0151,L1-00379,P018,View
I001935,2026-08-18 20:09:11,C0151,L1-00379,P026,Add_to_Cart
I001936,2026-08-18 20:10:08,C0151,L1-00379,P009,View
I001937,2026-08-18 20:11:32,C0151,L1-00379,P009,Add_to_Cart
I001938,2026-08-19 08:03:00,C0010,L2-00037,P026,View
I001939,2026-08-19 08:29:47,C0140,L1-00347,P003,View
I001940,2026-08-19 08:31:27,C0140,L1-00347,P003,Add_to_Cart
I001941,2026-08-19 08:33:44,C0140,L1-00347,P025,View
I001942,2026-08-19 08:34:33,C0140,L1-00347,P028,View
I001943,2026-08-19 08:36:38,C0140,L1-00347,P029,View
I001944,2026-08-19 08:37:52,C0140,L1-00347,P029,Add_to_Cart
I001945,2026-08-19 08:38:41,C0140,L1-00347,P028,View
I001946,2026-08-19 08:39:43,C0140,L1-00347,P028,Add_to_Cart
I001947,2026-08-19 08:41:17,C0140,L1-00347,P015,View
I001948,2026-08-19 09:55:18,C0027,L1-00059,P031,View
I001949,2026-08-19 09:55:48,C0027,L1-00059,P017,View
I001950,2026-08-19 09:57:16,C0027,L1-00059,P031,Add_to_Cart
I001951,2026-08-19 09:58:21,C0027,L1-00059,P013,View
I001952,2026-08-19 09:59:30,C0027,L1-00059,P013,Add_to_Cart
I001953,2026-08-19 10:33:03,C0065,L1-00166,P012,View
I001954,2026-08-19 10:33:23,C0065,L1-00166,P007,View
I001955,2026-08-19 10:34:56,C0065,L1-00166,P007,Add_to_Cart
I001956,2026-08-19 10:35:32,C0065,L1-00166,P018,View
I001957,2026-08-19 10:37:35,C0065,L1-00166,P002,View
I001958,2026-08-19 10:41:31,C0065,L1-00166,P013,View
I001959,2026-08-19 10:44:08,C0065,L1-00166,P023,View
I001960,2026-08-19 10:45:52,C0065,L1-00166,P020,View
I001961,2026-08-19 11:15:00,C0104,L2-00042,P030,View
I001962,2026-08-19 11:35:00,C0161,L2-00034,P017,View
I001963,2026-08-19 11:37:28,C0161,L2-00034,P017,Add_to_Cart
I001964,2026-08-19 12:23:16,C0142,L1-00355,P034,View
I001965,2026-08-19 12:27:14,C0142,L1-00355,P007,View
I001966,2026-08-19 12:28:54,C0142,L1-00355,P018,View
I001967,2026-08-19 12:32:34,C0142,L1-00355,P002,View
I001968,2026-08-19 12:34:08,C0142,L1-00355,P002,Add_to_Cart
I001969,2026-08-19 12:35:55,C0142,L1-00355,P010,View
I001970,2026-08-19 12:38:35,C0142,L1-00355,P008,View
I001971,2026-08-19 12:41:55,C0142,L1-00355,P004,View
I001972,2026-08-19 12:44:27,C0142,L1-00355,P017,View
I001973,2026-08-19 12:54:38,C0050,L1-00130,P025,View
I001974,2026-08-19 12:56:57,C0050,L1-00130,P007,View
I001975,2026-08-19 12:57:00,C0051,L2-00029,P013,View
I001976,2026-08-19 13:00:56,C0050,L1-00130,P004,View
I001977,2026-08-19 13:01:45,C0050,L1-00130,P021,View
I001978,2026-08-19 13:04:46,C0050,L1-00130,P032,View
I001979,2026-08-19 13:07:43,C0050,L1-00130,P017,View
I001980,2026-08-19 13:08:24,C0050,L1-00130,P017,Add_to_Cart
I001981,2026-08-19 13:09:56,C0050,L1-00130,P028,View
I001982,2026-08-19 13:12:44,C0050,L1-00130,P025,View
I001983,2026-08-19 13:21:38,C0140,L1-00343,P015,View
I001984,2026-08-19 13:22:30,C0140,L1-00343,P004,View
I001985,2026-08-19 13:23:23,C0140,L1-00343,P015,Add_to_Cart
I001986,2026-08-19 13:26:27,C0140,L1-00343,P005,View
I001987,2026-08-19 13:27:29,C0140,L1-00343,P023,View
I001988,2026-08-19 13:28:12,C0140,L1-00343,P005,Add_to_Cart
I001989,2026-08-19 13:28:30,C0140,L1-00343,P023,Add_to_Cart
I001990,2026-08-19 13:29:35,C0140,L1-00343,P031,View
I001991,2026-08-19 13:30:00,C0140,L1-00343,P014,View
I001992,2026-08-19 13:30:20,C0140,L1-00343,P014,Add_to_Cart
I001993,2026-08-19 13:33:20,C0140,L1-00343,P025,View
I001994,2026-08-19 13:53:00,C0060,L2-00039,P026,View
I001995,2026-08-19 13:59:00,C0138,L2-00031,P017,View
I001996,2026-08-19 13:59:47,C0078,L1-00205,P036,View
I001997,2026-08-19 14:02:59,C0078,L1-00205,P024,View
I001998,2026-08-19 14:04:19,C0078,L1-00205,P024,Add_to_Cart
I001999,2026-08-19 14:05:29,C0078,L1-00205,P011,View
I002000,2026-08-19 14:09:09,C0078,L1-00205,P022,View
I002001,2026-08-19 14:10:00,C0078,L1-00205,P022,Add_to_Cart
I002002,2026-08-19 14:12:21,C0078,L1-00205,P020,View
I002003,2026-08-19 14:13:24,C0078,L1-00205,P020,Add_to_Cart
I002004,2026-08-19 14:14:01,C0078,L1-00205,P015,View
I002005,2026-08-19 14:15:02,C0078,L1-00205,P015,Add_to_Cart
I002006,2026-08-19 14:16:34,C0078,L1-00205,P017,View
I002007,2026-08-19 14:29:00,C0060,L2-00041,P030,View
I002008,2026-08-19 14:38:00,C0082,L2-00028,P013,View
I002009,2026-08-19 14:43:24,C0184,L1-00450,P024,View
I002010,2026-08-19 14:44:33,C0184,L1-00450,P004,View
I002011,2026-08-19 14:46:33,C0184,L1-00450,P030,View
I002012,2026-08-19 14:49:45,C0184,L1-00450,P002,View
I002013,2026-08-19 14:50:28,C0184,L1-00450,P023,View
I002014,2026-08-19 14:52:21,C0184,L1-00450,P023,Add_to_Cart
I002015,2026-08-19 14:52:29,C0184,L1-00450,P020,View
I002016,2026-08-19 14:53:06,C0184,L1-00450,P020,Add_to_Cart
I002017,2026-08-19 15:24:21,C0103,L1-00250,P033,View
I002018,2026-08-19 15:27:38,C0103,L1-00250,P001,View
I002019,2026-08-19 15:28:11,C0103,L1-00250,P029,View
I002020,2026-08-19 15:28:41,C0103,L1-00250,P029,Add_to_Cart
I002021,2026-08-19 15:28:53,C0103,L1-00250,P001,Add_to_Cart
I002022,2026-08-19 15:30:52,C0103,L1-00250,P018,View
I002023,2026-08-19 15:31:28,C0041,L1-00090,P008,View
I002024,2026-08-19 15:31:41,C0103,L1-00250,P013,View
I002025,2026-08-19 15:32:37,C0103,L1-00250,P022,View
I002026,2026-08-19 15:33:19,C0041,L1-00090,P008,View
I002027,2026-08-19 15:34:36,C0103,L1-00250,P022,Add_to_Cart
I002028,2026-08-19 15:35:08,C0041,L1-00090,P004,View
I002029,2026-08-19 15:35:13,C0041,L1-00090,P008,Add_to_Cart
I002030,2026-08-19 15:35:53,C0103,L1-00250,P033,View
I002031,2026-08-19 15:36:56,C0175,L1-00430,P006,View
I002032,2026-08-19 15:37:01,C0041,L1-00090,P004,Add_to_Cart
I002033,2026-08-19 15:37:13,C0103,L1-00250,P033,Add_to_Cart
I002034,2026-08-19 15:38:31,C0041,L1-00090,P034,View
I002035,2026-08-19 15:39:33,C0175,L1-00430,P013,View
I002036,2026-08-19 15:39:58,C0041,L1-00090,P034,Add_to_Cart
I002037,2026-08-19 15:40:30,C0175,L1-00430,P013,Add_to_Cart
I002038,2026-08-19 15:41:00,C0129,L2-00040,P026,View
I002039,2026-08-19 15:41:46,C0175,L1-00430,P030,View
I002040,2026-08-19 15:42:25,C0041,L1-00090,P023,View
I002041,2026-08-19 15:42:51,C0175,L1-00430,P005,View
I002042,2026-08-19 15:44:10,C0041,L1-00090,P023,Add_to_Cart
I002043,2026-08-19 15:45:53,C0175,L1-00430,P007,View
I002044,2026-08-19 15:47:34,C0175,L1-00430,P007,Add_to_Cart
I002045,2026-08-19 16:09:20,C0067,L1-00178,P001,View
I002046,2026-08-19 16:12:16,C0067,L1-00178,P002,View
I002047,2026-08-19 16:15:08,C0067,L1-00178,P033,View
I002048,2026-08-19 16:22:00,C0118,L2-00038,P026,View
I002049,2026-08-19 16:28:40,C0175,L1-00429,P004,View
I002050,2026-08-19 16:32:08,C0175,L1-00429,P005,View
I002051,2026-08-19 16:34:05,C0175,L1-00429,P005,Add_to_Cart
I002052,2026-08-19 16:35:56,C0175,L1-00429,P022,View
I002053,2026-08-19 16:37:50,C0175,L1-00429,P018,View
I002054,2026-08-19 16:43:00,C0113,L2-00036,P017,View
I002055,2026-08-19 16:44:14,C0113,L2-00036,P017,Add_to_Cart
I002056,2026-08-19 16:48:21,C0182,L1-00444,P002,View
I002057,2026-08-19 16:50:57,C0182,L1-00444,P034,View
I002058,2026-08-19 16:53:42,C0182,L1-00444,P013,View
I002059,2026-08-19 16:57:00,C0182,L1-00444,P031,View
I002060,2026-08-19 16:58:32,C0182,L1-00444,P014,View
I002061,2026-08-19 16:59:09,C0182,L1-00444,P014,Add_to_Cart
I002062,2026-08-19 16:59:20,C0182,L1-00444,P026,View
I002063,2026-08-19 16:59:37,C0182,L1-00444,P026,Add_to_Cart
I002064,2026-08-19 17:06:11,C0128,L1-00319,P006,View
I002065,2026-08-19 17:09:22,C0128,L1-00319,P024,View
I002066,2026-08-19 17:11:10,C0128,L1-00319,P024,Add_to_Cart
I002067,2026-08-19 17:11:55,C0128,L1-00319,P003,View
I002068,2026-08-19 17:12:47,C0128,L1-00319,P003,Add_to_Cart
I002069,2026-08-19 17:25:00,C0170,L2-00032,P017,View
I002070,2026-08-19 18:13:00,C0160,L2-00035,P017,View
I002071,2026-08-19 18:23:00,C0160,L1-00393,P030,View
I002072,2026-08-19 18:25:50,C0160,L1-00393,P010,View
I002073,2026-08-19 18:27:58,C0160,L1-00393,P015,View
I002074,2026-08-19 18:29:08,C0160,L1-00393,P015,Add_to_Cart
I002075,2026-08-19 18:46:00,C0096,L2-00030,P013,View
I002076,2026-08-19 18:46:59,C0096,L2-00030,P013,Add_to_Cart
I002077,2026-08-19 18:58:16,C0171,L1-00424,P026,View
I002078,2026-08-19 18:59:11,C0171,L1-00424,P026,Add_to_Cart
I002079,2026-08-19 18:59:17,C0171,L1-00424,P010,View
I002080,2026-08-19 19:01:40,C0171,L1-00424,P020,View
I002081,2026-08-19 19:05:28,C0171,L1-00424,P004,View
I002082,2026-08-19 19:08:10,C0171,L1-00424,P030,View
I002083,2026-08-19 19:11:42,C0106,L1-00263,P026,View
I002084,2026-08-19 19:12:58,C0106,L1-00263,P005,View
I002085,2026-08-19 19:13:42,C0106,L1-00263,P005,Add_to_Cart
I002086,2026-08-19 19:13:45,C0106,L1-00263,P007,View
I002087,2026-08-19 19:14:23,C0106,L1-00263,P023,View
I002088,2026-08-19 19:14:56,C0106,L1-00263,P007,Add_to_Cart
I002089,2026-08-19 19:15:59,C0106,L1-00263,P023,Add_to_Cart
I002090,2026-08-19 19:32:58,C0091,L1-00229,P007,View
I002091,2026-08-19 19:36:30,C0091,L1-00229,P025,View
I002092,2026-08-19 19:37:57,C0091,L1-00229,P020,View
I002093,2026-08-19 19:39:33,C0091,L1-00229,P026,View
I002094,2026-08-19 19:40:01,C0091,L1-00229,P026,Add_to_Cart
I002095,2026-08-19 21:29:37,C0112,L1-00282,P026,View
I002096,2026-08-19 21:29:52,C0112,L1-00282,P026,Add_to_Cart
I002097,2026-08-19 21:30:20,C0112,L1-00282,P004,View
I002098,2026-08-19 21:34:01,C0112,L1-00282,P031,View
I002099,2026-08-19 21:35:47,C0112,L1-00282,P031,Add_to_Cart
I002100,2026-08-19 21:36:39,C0112,L1-00282,P028,View
I002101,2026-08-19 21:38:00,C0112,L1-00282,P028,Add_to_Cart
I002102,2026-08-19 21:53:50,C0185,L1-00456,P010,View
I002103,2026-08-19 21:54:18,C0185,L1-00456,P030,View
I002104,2026-08-19 21:57:30,C0185,L1-00456,P020,View
I002105,2026-08-19 22:00:54,C0185,L1-00456,P031,View
I002106,2026-08-19 22:02:45,C0185,L1-00456,P031,Add_to_Cart
I002107,2026-08-19 22:03:53,C0185,L1-00456,P021,View
I002108,2026-08-19 22:48:00,C0035,L2-00033,P017,View
I002109,2026-08-19 22:48:51,C0035,L2-00033,P017,Add_to_Cart
I002110,2026-08-19 23:23:00,C0012,L2-00043,P030,View
I002111,2026-08-20 08:06:00,C0189,L2-00046,P013,View
I002112,2026-08-20 08:18:00,C0104,L2-00051,P017,View
I002113,2026-08-20 08:19:50,C0104,L2-00051,P017,Add_to_Cart
I002114,2026-08-20 08:30:00,C0120,L2-00054,P022,View
I002115,2026-08-20 08:48:00,C0085,L2-00049,P013,View
I002116,2026-08-20 09:47:18,C0048,L1-00116,P014,View
I002117,2026-08-20 09:47:43,C0048,L1-00116,P013,View
I002118,2026-08-20 09:49:56,C0048,L1-00116,P028,View
I002119,2026-08-20 09:51:53,C0048,L1-00116,P031,View
I002120,2026-08-20 09:53:18,C0048,L1-00116,P031,Add_to_Cart
I002121,2026-08-20 09:53:27,C0048,L1-00116,P020,View
I002122,2026-08-20 10:07:00,C0160,L2-00047,P013,View
I002123,2026-08-20 10:11:00,C0061,L2-00061,P030,View
I002124,2026-08-20 10:16:00,C0043,L2-00048,P013,View
I002125,2026-08-20 10:17:12,C0043,L2-00048,P013,Add_to_Cart
I002126,2026-08-20 12:02:31,C0070,L1-00183,P002,View
I002127,2026-08-20 12:02:56,C0182,L1-00443,P035,View
I002128,2026-08-20 12:04:16,C0182,L1-00443,P004,View
I002129,2026-08-20 12:04:49,C0182,L1-00443,P035,Add_to_Cart
I002130,2026-08-20 12:04:56,C0070,L1-00183,P011,View
I002131,2026-08-20 12:05:28,C0182,L1-00443,P019,View
I002132,2026-08-20 12:05:35,C0070,L1-00183,P011,Add_to_Cart
I002133,2026-08-20 12:05:35,C0070,L1-00183,P035,View
I002134,2026-08-20 12:07:14,C0070,L1-00183,P034,View
I002135,2026-08-20 12:08:42,C0182,L1-00443,P017,View
I002136,2026-08-20 12:09:45,C0070,L1-00183,P023,View
I002137,2026-08-20 12:11:06,C0070,L1-00183,P020,View
I002138,2026-08-20 12:11:48,C0070,L1-00183,P020,Add_to_Cart
I002139,2026-08-20 12:12:00,C0182,L1-00443,P023,View
I002140,2026-08-20 13:00:00,C0135,L2-00050,P013,View
I002141,2026-08-20 13:23:00,C0198,L2-00044,P013,View
I002142,2026-08-20 13:27:23,C0042,L1-00093,P001,View
I002143,2026-08-20 13:28:50,C0042,L1-00093,P001,Add_to_Cart
I002144,2026-08-20 13:31:22,C0042,L1-00093,P033,View
I002145,2026-08-20 13:32:49,C0042,L1-00093,P028,View
I002146,2026-08-20 13:33:44,C0042,L1-00093,P028,Add_to_Cart
I002147,2026-08-20 13:35:30,C0042,L1-00093,P020,View
I002148,2026-08-20 13:37:32,C0042,L1-00093,P013,View
I002149,2026-08-20 13:41:23,C0042,L1-00093,P017,View
I002150,2026-08-20 13:43:46,C0042,L1-00093,P015,View
I002151,2026-08-20 13:47:07,C0042,L1-00093,P015,View
I002152,2026-08-20 13:47:31,C0042,L1-00093,P015,Add_to_Cart
I002153,2026-08-20 14:45:00,C0137,L2-00060,P030,View
I002154,2026-08-20 15:17:00,C0141,L2-00059,P030,View
I002155,2026-08-20 15:18:06,C0141,L2-00059,P030,Add_to_Cart
I002156,2026-08-20 15:27:00,C0046,L2-00057,P026,View
I002157,2026-08-20 15:28:06,C0046,L2-00057,P026,Add_to_Cart
I002158,2026-08-20 15:30:11,C0046,L1-00106,P028,View
I002159,2026-08-20 15:30:33,C0046,L1-00106,P012,View
I002160,2026-08-20 15:30:48,C0046,L1-00106,P028,Add_to_Cart
I002161,2026-08-20 15:31:22,C0046,L1-00106,P030,View
I002162,2026-08-20 15:34:35,C0046,L1-00106,P004,View
I002163,2026-08-20 15:38:07,C0046,L1-00106,P023,View
I002164,2026-08-20 15:49:40,C0020,L1-00045,P034,View
I002165,2026-08-20 15:52:05,C0020,L1-00045,P002,View
I002166,2026-08-20 15:55:26,C0020,L1-00045,P025,View
I002167,2026-08-20 15:56:28,C0020,L1-00045,P025,Add_to_Cart
I002168,2026-08-20 15:57:01,C0020,L1-00045,P031,View
I002169,2026-08-20 15:57:36,C0020,L1-00045,P031,Add_to_Cart
I002170,2026-08-20 15:58:06,C0029,L1-00061,P031,View
I002171,2026-08-20 15:58:49,C0029,L1-00061,P031,Add_to_Cart
I002172,2026-08-20 15:59:02,C0029,L1-00061,P018,View
I002173,2026-08-20 15:59:14,C0020,L1-00045,P021,View
I002174,2026-08-20 16:00:30,C0020,L1-00045,P021,Add_to_Cart
I002175,2026-08-20 16:01:13,C0020,L1-00045,P030,View
I002176,2026-08-20 16:01:34,C0020,L1-00045,P030,Add_to_Cart
I002177,2026-08-20 16:02:24,C0029,L1-00061,P029,View
I002178,2026-08-20 16:04:20,C0020,L1-00045,P026,View
I002179,2026-08-20 16:09:50,C0062,L1-00156,P025,View
I002180,2026-08-20 16:10:26,C0062,L1-00156,P025,Add_to_Cart
I002181,2026-08-20 16:12:52,C0062,L1-00156,P036,View
I002182,2026-08-20 16:14:10,C0062,L1-00156,P018,View
I002183,2026-08-20 16:15:06,C0062,L1-00156,P018,Add_to_Cart
I002184,2026-08-20 16:17:59,C0062,L1-00156,P006,View
I002185,2026-08-20 16:20:12,C0062,L1-00156,P012,View
I002186,2026-08-20 16:21:31,C0062,L1-00156,P012,Add_to_Cart
I002187,2026-08-20 16:23:55,C0062,L1-00156,P014,View
I002188,2026-08-20 16:24:31,C0062,L1-00156,P014,Add_to_Cart
I002189,2026-08-20 16:43:34,C0164,L1-00407,P023,View
I002190,2026-08-20 16:46:54,C0164,L1-00407,P026,View
I002191,2026-08-20 16:48:00,C0164,L1-00407,P033,View
I002192,2026-08-20 16:48:45,C0164,L1-00407,P018,View
I002193,2026-08-20 16:49:51,C0164,L1-00407,P033,Add_to_Cart
I002194,2026-08-20 16:50:36,C0164,L1-00407,P005,View
I002195,2026-08-20 16:50:57,C0164,L1-00407,P005,Add_to_Cart
I002196,2026-08-20 16:53:40,C0164,L1-00407,P014,View
I002197,2026-08-20 16:59:00,C0194,L2-00052,P017,View
I002198,2026-08-20 17:14:16,C0060,L1-00150,P032,View
I002199,2026-08-20 17:15:42,C0060,L1-00150,P004,View
I002200,2026-08-20 17:18:44,C0060,L1-00150,P021,View
I002201,2026-08-20 17:19:04,C0060,L1-00150,P021,Add_to_Cart
I002202,2026-08-20 17:20:34,C0060,L1-00150,P003,View
I002203,2026-08-20 17:21:32,C0060,L1-00150,P004,View
I002204,2026-08-20 17:22:50,C0060,L1-00150,P026,View
I002205,2026-08-20 17:25:00,C0174,L2-00053,P017,View
I002206,2026-08-20 17:26:41,C0174,L2-00053,P017,Add_to_Cart
I002207,2026-08-20 17:52:00,C0153,L2-00056,P026,View
I002208,2026-08-20 18:01:12,C0050,L1-00128,P017,View
I002209,2026-08-20 18:01:39,C0050,L1-00128,P017,Add_to_Cart
I002210,2026-08-20 18:01:52,C0050,L1-00128,P023,View
I002211,2026-08-20 18:03:11,C0050,L1-00128,P023,Add_to_Cart
I002212,2026-08-20 18:04:30,C0050,L1-00128,P013,View
I002213,2026-08-20 18:05:44,C0050,L1-00128,P018,View
I002214,2026-08-20 18:06:04,C0050,L1-00128,P013,Add_to_Cart
I002215,2026-08-20 18:07:45,C0050,L1-00128,P035,View
I002216,2026-08-20 18:09:11,C0050,L1-00128,P035,Add_to_Cart
I002217,2026-08-20 18:17:20,C0177,L1-00435,P015,View
I002218,2026-08-20 18:20:51,C0177,L1-00435,P002,View
I002219,2026-08-20 18:21:29,C0177,L1-00435,P035,View
I002220,2026-08-20 18:21:47,C0177,L1-00435,P002,Add_to_Cart
I002221,2026-08-20 18:30:40,C0198,L1-00482,P022,View
I002222,2026-08-20 18:33:57,C0198,L1-00482,P012,View
I002223,2026-08-20 18:36:35,C0198,L1-00482,P023,View
I002224,2026-08-20 18:37:50,C0074,L1-00195,P025,View
I002225,2026-08-20 18:38:19,C0074,L1-00195,P022,View
I002226,2026-08-20 18:38:28,C0198,L1-00482,P023,Add_to_Cart
I002227,2026-08-20 18:39:31,C0074,L1-00195,P025,Add_to_Cart
I002228,2026-08-20 18:41:08,C0074,L1-00195,P024,View
I002229,2026-08-20 18:44:09,C0074,L1-00195,P028,View
I002230,2026-08-20 19:03:00,C0027,L2-00045,P013,View
I002231,2026-08-20 21:22:33,C0186,L1-00459,P016,View
